task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves developing a devops app skills needed cicd,aws,terraform",devops,"cicd,aws,trraform",be231601-7a94-e26e-8bc1-3821a46c3666,"aws,trraform,docker,cicd,unral engin",1,"['cicd', 'aws', 'trraform']","['aws', 'trraform', 'docker', 'cicd', 'unral engin']"
"this tsk involves testing cybersecurity pp skills needed encryption,networking",cybersecurity,"encryption,networking",b4a4fef6-fa67-704f-c932-203d7079ab20,"sql,aws,scikitlarn,c,css",0,"['encryption', 'networking']","['sql', 'aws', 'scikitlarn', 'c', 'css']"
"this task involves developing a web development app skills needed javascript,nodejs,html,react",web development,"javascript,nodejs,html,ract",3a9f1f39-ed4a-a7ae-2cc9-56953c233970,"c,python,react native",0,"['javascript', 'nodejs', 'html', 'ract']","['c', 'python', 'react native']"
"this task involves improving a mobile development app skills needed jv,swift,flutter,react native",mobile development,"jv,swift,fluttr,react native",308b308c-9bba-3b8c-5c0b-ab43c8ed02e8,"scikitlearn,c,python,firewlls",0,"['jv', 'swift', 'fluttr', 'react native']","['scikitlearn', 'c', 'python', 'firewlls']"
"this task involves designing a game development app skills needed unrel engine,blender,c,c",game development,"unrel engine,blender,c,c",7f52e5b6-95ba-b28f-c63a-f19dc80d779c,"python,swift,firewlls,cicd,html",0,"['unrel engine', 'blender', 'c', 'c']","['python', 'swift', 'firewlls', 'cicd', 'html']"
"this task involves designing a devops app skills needed kubernetes,terrform",devops,"kubernetes,trrform",127dfb99-e573-f2ac-a80c-b85045ac1272,"html,cicd,sql",0,"['kubernetes', 'trrform']","['html', 'cicd', 'sql']"
"this task involves designing a cybersecurity app skills needed penetrtion testing,networking,siem,firewalls",cybersecurity,"penetrtion testing,networking,siem,firwalls",d189a2ab-ff91-eb1c-64fc-74fdfcd493dd,"pntration tsting,firewalls,nodejs,swift",1,"['penetrtion testing', 'networking', 'siem', 'firwalls']","['pntration tsting', 'firewalls', 'nodejs', 'swift']"
"this tsk involves testing cybersecurity pp skills needed firewalls,penetrtion testing",cybersecurity,"firewalls,penetration testing",dee3bf9f-34ad-bfe7-5525-5e5810aac61f,"penetration testing,firewalls,ws,ntworking,nodejs",1,"['firewalls', 'penetration testing']","['penetration testing', 'firewalls', 'ws', 'ntworking', 'nodejs']"
"this tsk involves developing gme development pp skills needed blender,c,c",game development,"blndr,c,c",012bc966-95a3-7386-528f-7791b459df0f,"c,blender,scikitlearn",1,"['blndr', 'c', 'c']","['c', 'blender', 'scikitlearn']"
"this tsk involves improving cybersecurity pp skills needed siem,firewlls,penetrtion testing",cybersecurity,"siem,firwlls,pntration tsting",1de335a6-d1ed-4219-d5d8-f7149423e4c3,"react native,flutter,pandas,kubernetes",0,"['siem', 'firwlls', 'pntration tsting']","['react native', 'flutter', 'pandas', 'kubernetes']"
"this task involves testing a devops app skills needed kubernetes,aws,docker",devops,"kubernetes,aws,docker",cf203ae7-862d-d1d0-26e9-23a67924cf0f,"docker,kubernetes,unreal engine,trraform",1,"['kubernetes', 'aws', 'docker']","['docker', 'kubernetes', 'unreal engine', 'trraform']"
"this tsk involves developing dt science pp skills needed sql,numpy,python,scikitlern",data science,"sql,numpy,python,scikitlern",6a5e7d66-2f9d-795e-0a44-4ffd85269765,"scikitlearn,numpy,terraform,javascript",1,"['sql', 'numpy', 'python', 'scikitlern']","['scikitlearn', 'numpy', 'terraform', 'javascript']"
"this task involves developing a data science app skills needed sql,pandas",dt science,"sql,pandas",d2ea3659-0b48-957c-1e58-000fb48a08e7,"sql,pnds,terrform",1,"['sql', 'pandas']","['sql', 'pnds', 'terrform']"
"this tsk involves developing web development pp skills needed nodejs,css",web development,"nodjs,css",24e1be37-be06-c9bf-1e11-992883199797,"nodejs,css,encryption",1,"['nodjs', 'css']","['nodejs', 'css', 'encryption']"
"this tsk involves testing devops pp skills needed kubernetes,cicd,terrform,ws",devops,"kubernetes,cicd,terrform,ws",6e559bf5-0d15-be33-ee45-1330d99afd98,"aws,kubernetes,c,swift,react",1,"['kubernetes', 'cicd', 'terrform', 'ws']","['aws', 'kubernetes', 'c', 'swift', 'react']"
"this task involves designing a mobile development app skills needed flutter,swift,react native",mobile development,"flutter,swift,react native",7e9e6ef2-0b86-f560-932c-0df49eb7e955,"fluttr,react native,unrel engine,blndr,siem",1,"['flutter', 'swift', 'react native']","['fluttr', 'react native', 'unrel engine', 'blndr', 'siem']"
"this task involves designing a cybersecurity app skills needed networking,firewlls,penetration testing",cybersecurity,"networking,firewlls,pntration tsting",d923fd2e-2169-80e9-9a03-721dab4e2aed,"networking,penetration testing,firewlls",1,"['networking', 'firewlls', 'pntration tsting']","['networking', 'penetration testing', 'firewlls']"
"this task involves developing a data science app skills needed pandas,numpy",data science,"pandas,numpy",d8b7cb67-881a-9022-4c35-f8a3dd0e8ad8,"pnds,numpy,trrform,siem,penetration testing",1,"['pandas', 'numpy']","['pnds', 'numpy', 'trrform', 'siem', 'penetration testing']"
"this task involves testing a mobile development app skills needed kotlin,swift,java,flutter",mobile development,"kotlin,swift,java,flutter",3c2640bf-4fec-e253-db59-00d01a69c7f2,"jvscript,python,react native,ws",0,"['kotlin', 'swift', 'java', 'flutter']","['jvscript', 'python', 'react native', 'ws']"
"this task involves developing a devops app skills needed aws,terraform,cicd,kubernetes",devops,"aws,terraform,cicd,kubrnts",88e9db38-aa3a-c7fd-53c2-663904cb6424,"networking,unity,firewlls,sql,kotlin",0,"['aws', 'terraform', 'cicd', 'kubrnts']","['networking', 'unity', 'firewlls', 'sql', 'kotlin']"
"this tsk involves testing web development pp skills needed nodejs,rect",web development,"nodjs,react",31e188b6-e7a5-ab89-37bf-c9f3a5cd4baa,"nodejs,react,blender,firewalls",1,"['nodjs', 'react']","['nodejs', 'react', 'blender', 'firewalls']"
"this tsk involves testing dt science pp skills needed sql,scikitlern",dt science,"sql,scikitlearn",8225319b-ca68-2e25-1e32-718a3b172a59,"ws,c,docker,encryption,penetration testing",0,"['sql', 'scikitlearn']","['ws', 'c', 'docker', 'encryption', 'penetration testing']"
"this task involves developing a web development app skills needed html,nodejs,react,javascript",web development,"html,nodjs,react,javascript",4351d520-a201-4d3c-7fa9-466a2bf2e84e,"react,nodjs,css",1,"['html', 'nodjs', 'react', 'javascript']","['react', 'nodjs', 'css']"
"this tsk involves developing gme development pp skills needed c,c,unity,unrel engine",gme development,"c,c,unity,unreal engine",050f6fde-f27d-5c59-d3c7-e9e01f803589,"aws,react,javascript",0,"['c', 'c', 'unity', 'unreal engine']","['aws', 'react', 'javascript']"
"this task involves developing a web development app skills needed css,html,nodejs",web development,"css,html,nodejs",5a9cc7e9-6b78-89d9-e904-bc608fa6c8f0,"kubernetes,c,siem,sql,aws",0,"['css', 'html', 'nodejs']","['kubernetes', 'c', 'siem', 'sql', 'aws']"
"this task involves designing a web development app skills needed react,html,nodejs,css",web development,"react,html,nodejs,css",6180120e-9144-8c9b-3739-57344597d9fa,"c,c,dockr,scikitlearn",0,"['react', 'html', 'nodejs', 'css']","['c', 'c', 'dockr', 'scikitlearn']"
"this task involves improving a cybersecurity app skills needed encryption,penetration testing,siem",cybersecurity,"encryption,penetration testing,siem",914a703e-3eea-d571-cecd-2cf4c479a885,"siem,penetration testing,swift,sql,c",1,"['encryption', 'penetration testing', 'siem']","['siem', 'penetration testing', 'swift', 'sql', 'c']"
"this task involves improving a cybersecurity app skills needed encryption,siem",cybersecurity,"encryption,siem",2dbc7ac9-fc8c-0def-02ce-bae65349a022,"react native,numpy,unral engin,c,fluttr",0,"['encryption', 'siem']","['react native', 'numpy', 'unral engin', 'c', 'fluttr']"
"this tsk involves designing dt science pp skills needed python,pnds,scikitlearn",dt science,"python,pandas,scikitlarn",4d8a9914-7e93-4fff-fabd-7ada0d0e4fe9,"pnds,scikitlearn,cicd",1,"['python', 'pandas', 'scikitlarn']","['pnds', 'scikitlearn', 'cicd']"
"this task involves developing a mobile development app skills needed flutter,kotlin",mobile development,"fluttr,kotlin",d0099f14-c4e0-9158-a5bb-7ae5b96a95b1,"fluttr,kotlin,cicd,siem,blender",1,"['fluttr', 'kotlin']","['fluttr', 'kotlin', 'cicd', 'siem', 'blender']"
"this task involves improving a data science app skills needed numpy,scikitlearn,sql",data science,"numpy,scikitlearn,sql",816c2a08-c720-6df9-9d9d-7dd1961f0b1a,"numpy,sql,python",1,"['numpy', 'scikitlearn', 'sql']","['numpy', 'sql', 'python']"
"this task involves testing a web development app skills needed javascript,react,css",web development,"javascript,ract,css",2b664ae4-163d-d9da-9637-74fb69b41db4,"javascript,css,ntworking,java",1,"['javascript', 'ract', 'css']","['javascript', 'css', 'ntworking', 'java']"
"this task involves designing a cybersecurity app skills needed penetrtion testing,siem,encryption,networking",cybersecurity,"penetrtion testing,siem,encryption,networking",82e23bc0-6a5d-21cf-df20-7f5848509c98,"siem,penetration testing,css,firwalls,terraform",1,"['penetrtion testing', 'siem', 'encryption', 'networking']","['siem', 'penetration testing', 'css', 'firwalls', 'terraform']"
"this task involves testing a devops app skills needed cicd,kubernetes",devops,"cicd,kubernetes",d93ebc30-4e5d-1baa-4f13-266f47d26b0e,"kubrnts,cicd,kotlin,pntration tsting,scikitlearn",1,"['cicd', 'kubernetes']","['kubrnts', 'cicd', 'kotlin', 'pntration tsting', 'scikitlearn']"
"this task involves designing a cybersecurity app skills needed networking,penetration testing,siem",cybersecurity,"networking,penetration testing,siem",03ded766-fcb6-893f-b3ed-49e743913cdb,"networking,siem,kubernetes,encryption,nodejs",1,"['networking', 'penetration testing', 'siem']","['networking', 'siem', 'kubernetes', 'encryption', 'nodejs']"
"this task involves testing a cybersecurity app skills needed siem,networking",cybersecurity,"siem,networking",6d262f43-3943-ec2d-c267-f5fea69b73b8,"ntworking,siem,jvscript",1,"['siem', 'networking']","['ntworking', 'siem', 'jvscript']"
"this tsk involves improving devops pp skills needed kubernetes,terrform",devops,"kubernetes,trraform",96cc4df1-3117-b303-6d13-c1ae0db5b5ce,"ract,aws,css,sql",0,"['kubernetes', 'trraform']","['ract', 'aws', 'css', 'sql']"
"this task involves testing a devops app skills needed cicd,aws,docker",devops,"cicd,aws,docker",171294d1-5384-61ae-3bd6-104942971783,"firewlls,terrform,siem,c",0,"['cicd', 'aws', 'docker']","['firewlls', 'terrform', 'siem', 'c']"
"this tsk involves improving cybersecurity pp skills needed siem,encryption",cybersecurity,"siem,encryption",b2d02b54-187b-4536-a487-bba03790a7e5,"unrel engine,kubernetes,penetration testing,c",0,"['siem', 'encryption']","['unrel engine', 'kubernetes', 'penetration testing', 'c']"
"this tsk involves improving mobile development pp skills needed java,flutter",mobile development,"java,flutter",3044fae1-a5ad-858b-408d-b19587b5dd44,"networking,aws,sql",0,"['java', 'flutter']","['networking', 'aws', 'sql']"
"this task involves designing a mobile development app skills needed flutter,kotlin,react native,swift",mobile development,"flutter,kotlin,ract nativ,swift",800f1e1c-f9a9-6e08-b4d0-dc3364c6fcb6,"fluttr,kotlin,docker,cicd",1,"['flutter', 'kotlin', 'ract nativ', 'swift']","['fluttr', 'kotlin', 'docker', 'cicd']"
"this task involves designing a mobile development app skills needed swift,flutter,kotlin,java",mobile development,"swift,flutter,kotlin,java",e71aad58-eb8c-444f-970f-b144163411c1,"kotlin,fluttr,terraform",1,"['swift', 'flutter', 'kotlin', 'java']","['kotlin', 'fluttr', 'terraform']"
"this task involves developing a devops app skills needed aws,terraform,kubernetes,cicd",devops,"aws,terraform,kubernetes,cicd",01fd5d84-3fe8-953c-4cf1-ed62a096f389,"kubernetes,aws,nodejs,rect ntive",1,"['aws', 'terraform', 'kubernetes', 'cicd']","['kubernetes', 'aws', 'nodejs', 'rect ntive']"
"this tsk involves testing gme development pp skills needed unity,c,unreal engine,c",game development,"unity,c,unreal engine,c",c3f6ce7b-d156-2f19-cbfa-68fc248a3c48,"sql,rect ntive,blender",0,"['unity', 'c', 'unreal engine', 'c']","['sql', 'rect ntive', 'blender']"
"this tsk involves improving web development pp skills needed css,nodejs",web development,"css,nodejs",e7092d35-c813-5ca9-0e24-b21543742df4,"css,nodejs,penetration testing",1,"['css', 'nodejs']","['css', 'nodejs', 'penetration testing']"
"this task involves testing a mobile development app skills needed jv,flutter,swift,rect ntive",mobile development,"jv,flutter,swift,rect ntive",42615294-0bee-eca6-b32e-467621f7bc52,"python,css,firewalls,sql,encryption",0,"['jv', 'flutter', 'swift', 'rect ntive']","['python', 'css', 'firewalls', 'sql', 'encryption']"
"this task involves designing a devops app skills needed aws,docker,terraform,kubernetes",devops,"aws,docker,terraform,kubernetes",27e5ba3e-9f97-ff4c-1a34-5d07f23e871a,"aws,terraform,kubernetes,pntration tsting,swift",1,"['aws', 'docker', 'terraform', 'kubernetes']","['aws', 'terraform', 'kubernetes', 'pntration tsting', 'swift']"
"this task involves improving a data science app skills needed scikitlearn,sql,pandas,numpy",data science,"scikitlarn,sql,pandas,numpy",d4ae6576-28d2-d2fb-acec-dd0a1ba666a6,"ws,html,docker,kotlin",0,"['scikitlarn', 'sql', 'pandas', 'numpy']","['ws', 'html', 'docker', 'kotlin']"
"this task involves testing a mobile development app skills needed swift,flutter,react native,kotlin",mobile development,"swift,flutter,ract nativ,kotlin",055f86e8-239e-efd9-8b24-a01ed0f3aac7,"react native,flutter,nodjs,encryption",1,"['swift', 'flutter', 'ract nativ', 'kotlin']","['react native', 'flutter', 'nodjs', 'encryption']"
"this task involves testing a game development app skills needed blender,unreal engine,c",game development,"blender,unreal engine,c",6095c999-ae5c-1e06-234e-f2c102590797,"c,unreal engine,react native,javascript,kotlin",1,"['blender', 'unreal engine', 'c']","['c', 'unreal engine', 'react native', 'javascript', 'kotlin']"
"this tsk involves designing dt science pp skills needed scikitlern,pnds",dt science,"scikitlearn,pnds",745ed7db-9801-3bd7-5e2b-82de7d2ba50b,"aws,c,javascript,cicd,networking",0,"['scikitlearn', 'pnds']","['aws', 'c', 'javascript', 'cicd', 'networking']"
"this task involves developing a mobile development app skills needed flutter,react native,kotlin",mobile development,"fluttr,ract nativ,kotlin",e9be75f6-7f1b-e8a6-43df-c6521c234657,"kubrnts,sql,numpy,pnds",0,"['fluttr', 'ract nativ', 'kotlin']","['kubrnts', 'sql', 'numpy', 'pnds']"
"this tsk involves testing gme development pp skills needed c,blender,unreal engine,c",game development,"c,blender,unreal engine,c",43f5002f-5fd2-cb1a-06d8-d1e635b2c9e5,"scikitlearn,python,javascript,sql",0,"['c', 'blender', 'unreal engine', 'c']","['scikitlearn', 'python', 'javascript', 'sql']"
"this task involves developing a devops app skills needed kubernetes,terraform,aws",devops,"kubernetes,terraform,aws",e2cfe8fc-5f7f-79cb-1449-ecd895450c22,"javascript,networking,unity,unreal engine",0,"['kubernetes', 'terraform', 'aws']","['javascript', 'networking', 'unity', 'unreal engine']"
"this tsk involves designing mobile development pp skills needed kotlin,flutter,swift",mobile development,"kotlin,flutter,swift",9d4c22cf-91b2-4446-cd29-a1fa52d797ca,"blender,numpy,docker,ract,penetration testing",0,"['kotlin', 'flutter', 'swift']","['blender', 'numpy', 'docker', 'ract', 'penetration testing']"
"this task involves improving a web development app skills needed html,nodejs,css,javascript",web development,"html,nodjs,css,javascript",d1ef5899-5221-d0a6-9178-cde5b956dbbb,"css,nodejs,sql",1,"['html', 'nodjs', 'css', 'javascript']","['css', 'nodejs', 'sql']"
"this tsk involves testing web development pp skills needed css,jvscript",web development,"css,javascript",111ca460-76cb-97eb-2d96-6b03bedb7b06,"css,javascript,kubernetes,siem,kotlin",1,"['css', 'javascript']","['css', 'javascript', 'kubernetes', 'siem', 'kotlin']"
"this task involves testing a cybersecurity app skills needed encryption,siem",cybersecurity,"encryption,siem",d0c95ce2-38b0-c17b-78c7-e66dd3044985,"siem,encryption,python",1,"['encryption', 'siem']","['siem', 'encryption', 'python']"
"this tsk involves developing web development pp skills needed jvscript,css",web development,"jvscript,css",5bac759a-d69a-2e8d-fc23-9815be5e393b,"css,javascript,python,react native",1,"['jvscript', 'css']","['css', 'javascript', 'python', 'react native']"
